chiefcomplaint,total_cases_F,total_cases_M,deaths_F,deaths_M,survivors_F,survivors_M,mortality_rate_F,mortality_rate_M
PSYCH EVALUATION,13.0,115.0,0.0,0.0,13.0,115.0,0.0,0.0
PSYCH EVALUTAION,127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0
PSYCH HOLD,96.0,41.0,0.0,0.0,96.0,41.0,0.0,0.0
PSYCH MED REFILL,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0
PSYCH PLACEMENT,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PSYCH RE-EVAL,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
PSYCH REFERAL,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
PSYCH REQUEST,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
PSYCH VS UTI,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
PSYCH WITH SI,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PSYCH/DETOX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PSYCH/NERUO EVAL,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
PSYCHE,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
PSYCHE  EVAL,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
PSYCHE EVAL,86.0,155.0,1.0,0.0,85.0,155.0,1.2,0.0
PSYCHE EVAL  MANIA,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"PSYCHE EVAL ,DESTRUCTIVE BEHAVIOR",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PSYCHE EVAL/CATATONIC,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PSYCHE EVAL/LOW BACK PAIN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PSYCHIATRIC EVAL,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PSYCHIATRIC EVALUATION,9.0,130.0,0.0,0.0,9.0,130.0,0.0,0.0
"PSYCHIATRIC EVALUATION, s/p Fall",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
PSYCHOSIS,8.0,13.0,0.0,0.0,8.0,13.0,0.0,0.0
PSYCHOSIS/HIP PAIN,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
PSYCHOTIC,11.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0
PSYCHOTIC BREAK,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PSYCHOTIC EPISODE,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
"PSYCHOTIC, ___",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PT CALLED TO RETURN,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
PT EVAL,16.0,0.0,1.0,0.0,15.0,0.0,6.2,0.0
PT HERE FOR ADMISSION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PT TURNING 21,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PT/INR CHECK,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PTA,22.0,15.0,0.0,0.0,22.0,15.0,0.0,0.0
PTA FROM___ HOSPITAL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PTC TUBE EVAL,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
PTOSIS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"PTOSIS, Visual changes",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PTSD,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0
PTX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"PTX, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUBIC FX,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
PUCK TO  FACE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUCK TO THROAT,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PULLED CATHETER,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
PULLED FEEDING TUBE,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
PULLED FOLEY,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PULLED FOLEY OUT,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
PULLED G-TUBE,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PULLED G-TUBE OUT,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
PULLED LEFT PICC LINE,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PULLED OUT CENTRAL LINE,8.0,0.0,1.0,0.0,7.0,0.0,12.5,0.0
PULLED OUT CHEST TUBE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PULLED OUT DIALYSIS CATH,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0
"PULLED OUT DRAIN, Wound eval",0.0,16.0,0.0,1.0,0.0,15.0,0.0,6.2
PULLED OUT FOLEY,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
PULLED OUT FOLEY - BLOOD AT MEATUS,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"PULLED OUT FOLEY,URINARY RETENTION",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PULLED OUT G TUBE,7.0,16.0,0.0,0.0,7.0,16.0,0.0,0.0
PULLED OUT GTUBE,10.0,0.0,2.0,0.0,8.0,0.0,20.0,0.0
PULLED OUT NEPHROSTOMY TUBE,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
PULLED OUT PEG TUBE,5.0,5.0,0.0,2.0,5.0,3.0,0.0,40.0
PULLED OUT PICC,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
PULLED OUT RUE MIDLINE,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
PULLED OUT SUPRAPUBIC TUBE,0.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0
PULLED OUT TRACH THIS AM,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
PULLED PEG TUBE,46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
PULLED PEG TUBE OUT,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
PULLED PICC LINE OUT,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PULLED RIGHT HAMSTRING,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PULLED TRACH OUT,3.0,13.0,0.0,0.0,3.0,13.0,0.0,0.0
PULM DRNG TUBE EVAL,4.0,0.0,1.0,0.0,3.0,0.0,25.0,0.0
PULM EDEMA,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
PULM EDEMA /SOB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PULM EMBOLUS,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PULM EVAL,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
PULMONARY EDEMA,13.0,2.0,1.0,0.0,12.0,2.0,7.7,0.0
PULMONARY EMBOLI,13.0,11.0,0.0,0.0,13.0,11.0,0.0,0.0
PULMONARY EMBOLISM,25.0,11.0,3.0,1.0,22.0,10.0,12.0,9.1
PULMONARY EMBOLUS,2.0,10.0,1.0,1.0,1.0,9.0,50.0,10.0
PULMONARY MASS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PULMONARY THROMBUS XFER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PULSATING NECK MASS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PULSELESS B/L LEGS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"PULSELESS FEET, Back pain",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
PULSELESS FOOT,3.0,25.0,0.0,0.0,3.0,25.0,0.0,0.0
"PULSELESS FOOT, Wound eval",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PULSELESS L FOOT,4.0,0.0,1.0,0.0,3.0,0.0,25.0,0.0
"PULSELESS L FOOT, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PULSELESS L LEG,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
PULSELESS LEFT ARM,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
PULSELESS LEFT FOOT,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
PULSELESS LEFT LEG,0.0,3.0,0.0,1.0,0.0,2.0,0.0,33.300000000000004
PULSELESS LEG,7.0,0.0,1.0,0.0,6.0,0.0,14.299999999999999,0.0
PULSELESS R FOOT,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
PULSELESS RIGHT ARM,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PULSELESS RIGHT FOOT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PULSELESS RIGHT FOOT.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PULSELESS RLE,1.0,1.0,0.0,1.0,1.0,0.0,0.0,100.0
PULSELESS RUE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PULSESLESS ARM, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PULSITILE MASS R ANTECUBITAL AREA.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PULSLESS LIMB, Transfer",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
PUNCHED A WINDOW,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUNCHED IN FACE,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PUNCHED IN HEAD ON WED,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUNCHED IN THE FACE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PUNCTURE WOULD RIGHT WRIST,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PUNCTURE WOUND,4.0,7.0,0.0,0.0,4.0,7.0,0.0,0.0
PUNCTURE WOUND FINGER,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUNCTURE WOUND L HAND,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUNCTURE WOUND LEFT FOOT,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PUNCTURE WOUND RIGHT FOOT,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PUNCTURE WOUND RIGHT RADIAL ARTERY,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUNCTURE WOUND RT ARM,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUNCTURE WOUND TO HAND,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUNCTURE/EXPOSURE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"PUNCTURED URETER, Transfer",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
PUNTURE WOUND,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
PUNTURE WOUND LEFT GREAT TOE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
PUNTURE WOUND LEFT HAND,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
PUPIL ABNORMALITY,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PURITIS,2.0,20.0,0.0,0.0,2.0,20.0,0.0,0.0
"PURITIS, THIRST",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PUSHED DOWN 15 STAIRS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PUSHED OUT OF CAR,0.0,44.0,0.0,2.0,0.0,42.0,0.0,4.5
PVC'S,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PVCS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PVCS/PALPS/NECK PAIN,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
PYELINIDAL CYST,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
PYELO.,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
PYELONEPHRITIS,7.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0
PYELONIDAL CYST,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PYLONIDAL CYST,3.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0
PYSCH EVAL,10.0,24.0,0.0,0.0,10.0,24.0,0.0,0.0
PYSCH EVAL/THORACIC PAIN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PYSCHE EVAL,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Pain,1045.0,1541.0,8.0,38.0,1037.0,1503.0,0.8,2.5
"Pain, B Leg swelling",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Pain, Chills",14.0,4.0,0.0,0.0,14.0,4.0,0.0,0.0
"Pain, Constipation",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Pain, Decreased PO intake",6.0,0.0,1.0,0.0,5.0,0.0,16.7,0.0
"Pain, Depression, Detoxification",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Pain, Dizziness",28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
"Pain, Found down",76.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
"Pain, Headache",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Pain, L Eye swelling",0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"Pain, L Hip pain",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Pain, Med refill",8.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0
"Pain, Numbness",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Pain, Paranoid delusion",9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
"Pain, Rash",9.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0
"Pain, SI",0.0,17.0,0.0,3.0,0.0,14.0,0.0,17.599999999999998
"Pain, SI, Weakness",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Pain, Substance use",0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Pain, Tachycardia",26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
"Pain, Transfer",11.0,5.0,1.0,0.0,10.0,5.0,9.1,0.0
"Pain, Unable to ambulate",0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
"Pain, Urinary retention",0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"Pain, Weakness",1.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0
"Pain, Wound eval",85.0,21.0,0.0,0.0,85.0,21.0,0.0,0.0
"Pain, ___",40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
"Pain, s/p Fall",2.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0
Palpitations,5356.0,4422.0,41.0,31.0,5315.0,4391.0,0.8,0.7000000000000001
"Palpitations, , Dizziness",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, ABNL EKG",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, ABNORMAL ECHO",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Palpitations, ADDERALL USE",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, AICD FIRED?",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Palpitations, ARRYTHMIA",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Palpitations, Abd pain",8.0,120.0,0.0,1.0,8.0,119.0,0.0,0.8
"Palpitations, Abd pain, ILI",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, Abd pain, Weakness",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Palpitations, Abdominal distention, Constipation",0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
"Palpitations, Abnormal EKG",9.0,6.0,0.0,0.0,9.0,6.0,0.0,0.0
"Palpitations, Abnormal EKG, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Abnormal labs",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Palpitations, Abnormal pulse rate",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Palpitations, Allergic reaction",0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
"Palpitations, Allergic reaction, Substance use",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, Anemia, Fatigue",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Anxiety",58.0,30.0,0.0,0.0,58.0,30.0,0.0,0.0
"Palpitations, Anxiety, Tremor",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Palpitations, Aphasia",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, Atrial fibrillation",41.0,18.0,0.0,0.0,41.0,18.0,0.0,0.0
"Palpitations, Atrial fibrillation, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, BRBPR, Headache",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Palpitations, Back pain",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
"Palpitations, Bradycardia",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, Chest pain",570.0,117.0,0.0,3.0,570.0,114.0,0.0,2.6
"Palpitations, Chest pain, Cough",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Chest pain, Dizziness",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, Chest pain, Dyspnea",7.0,16.0,0.0,0.0,7.0,16.0,0.0,0.0
"Palpitations, Chest pain, Dyspnea, Dizziness",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Palpitations, Chest pain, Fever",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Chest pain, Headache",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Palpitations, Chest pain, Lightheaded",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, Chest pain, Nausea",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Palpitations, Chest pain, Sore throat",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Palpitations, Chest pain, Tachycardia",5.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
"Palpitations, Chest pain, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Confusion",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, Constipation",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, Cough",36.0,12.0,0.0,0.0,36.0,12.0,0.0,0.0
"Palpitations, Cough, Hypoxia",0.0,5.0,0.0,2.0,0.0,3.0,0.0,40.0
"Palpitations, Cough, Tachycardia",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, Cough, Weakness",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Dehydration",6.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0
"Palpitations, Depression, Anxiety",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Palpitations, Diarrhea",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Diarrhea, Headache",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Palpitations, Difficulty breathing",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Dizziness",183.0,81.0,0.0,4.0,183.0,77.0,0.0,4.9
"Palpitations, Dizziness, Anxiety",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Dizziness, Chest pain",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Dizziness, Dyspnea",1.0,45.0,0.0,0.0,1.0,45.0,0.0,0.0
"Palpitations, Dizziness, Headache",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Palpitations, Dizziness, Nausea",21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
"Palpitations, Dizziness, PSYCH EVAL",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Dizziness, Pregnant, Tachycardia",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Palpitations, Dizziness, Weakness",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Dyspnea",307.0,161.0,7.0,2.0,300.0,159.0,2.3,1.2
"Palpitations, Dyspnea on exertion",74.0,7.0,0.0,0.0,74.0,7.0,0.0,0.0
"Palpitations, Dyspnea on exertion, Unsteady gait",2.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0
"Palpitations, Dyspnea, Chest pain",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Dyspnea, Cough",2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
"Palpitations, Dyspnea, Dizziness",0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
"Palpitations, Dyspnea, Foot pain",0.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0
"Palpitations, Dyspnea, Lightheaded",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Dyspnea, Sore throat",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, Dyspnea, Tachycardia",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
"Palpitations, Dyspnea, Vomiting",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Dysuria",0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
"Palpitations, EKG CHANGES",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Palpitations, ELEVATED TROP",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, ETOH",0.0,120.0,0.0,4.0,0.0,116.0,0.0,3.3000000000000003
"Palpitations, ETOH, Vomiting",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Epigastric pain",1.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0
"Palpitations, Epigastric pain, Dyspnea, Nausea",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Palpitations, Epistaxis",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
"Palpitations, Eye redness",0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
"Palpitations, Facial numbness",51.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0
"Palpitations, Facial pain",59.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
"Palpitations, Failure to thrive",49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
"Palpitations, Fatigue",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Palpitations, Fever",13.0,4.0,0.0,0.0,13.0,4.0,0.0,0.0
"Palpitations, Fever, Dyspnea",0.0,12.0,0.0,1.0,0.0,11.0,0.0,8.3
"Palpitations, Headache",37.0,32.0,0.0,0.0,37.0,32.0,0.0,0.0
"Palpitations, Headache, Dizziness",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Headache, N/V",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Headache, Seizure",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Palpitations, Hypertension",18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
"Palpitations, Hypertension, Lightheaded",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"Palpitations, Hypertension, Nausea",0.0,6.0,0.0,1.0,0.0,5.0,0.0,16.7
"Palpitations, Hypertension, Tachycardia",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"Palpitations, Hypoglycemia",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Palpitations, Hypokalemia",39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
"Palpitations, Hypotension",5.0,17.0,1.0,0.0,4.0,17.0,20.0,0.0
"Palpitations, ILI",60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
"Palpitations, Insect bite, Rectal pain",0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
"Palpitations, Insomnia",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Jaw pain",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"Palpitations, L Arm numbness",1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0
"Palpitations, L Arm pain",7.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0
"Palpitations, L Breast pain",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Palpitations, L Chest pain",11.0,5.0,0.0,0.0,11.0,5.0,0.0,0.0
"Palpitations, L Facial numbness, Leg weakness",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Palpitations, L Knee pain",0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
"Palpitations, L Numbness",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Palpitations, L Shoulder pain",3.0,9.0,0.0,0.0,3.0,9.0,0.0,0.0
"Palpitations, LUQ abd pain",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Palpitations, Left sided abdominal pain",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, Leg swelling",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Palpitations, Lethargy",0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Palpitations, Lightheaded",62.0,50.0,2.0,0.0,60.0,50.0,3.2,0.0
"Palpitations, Lightheaded, Dyspnea, Neck pain, L Numbness",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Palpitations, Lightheaded, Substance use",0.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0
"Palpitations, Lip swelling",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, Lower back pain",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, Melena",72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
"Palpitations, N/V",22.0,13.0,0.0,1.0,22.0,12.0,0.0,7.7
"Palpitations, N/V, Dizziness",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Palpitations, N/V, Headache",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"Palpitations, N/V, MED REACTION",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, NEAR SYNCOPE HEAD PRESSURE",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Palpitations, NECK JAW PAIN",49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
"Palpitations, NEW A-FIB",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, NEW A. FIB",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Palpitations, Nausea",13.0,10.0,0.0,0.0,13.0,10.0,0.0,0.0
"Palpitations, Nausea, Hypertension",0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
"Palpitations, Nausea, Tachycardia",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
"Palpitations, Neck pain",2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0
"Palpitations, Neck pain, Dyspnea",0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
"Palpitations, Numbness",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Palpitations, OVERHELMED",21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
"Palpitations, Overdose",0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
