chiefcomplaint,count
BILATERAL PEDAL EDEMA,1
BILAT LOWER LEG CELLULITIS,1
"Headache, Lower abdominal pain, N/V",1
"C2 FX, s/p Fall, Transfer",1
"ICH, s/p Fall, Skull fx, Transfer",1
? ALL RXN,1
STERNAL INFECTION,1
"PENETRATING NECK WOUND, Transfer",1
"Dental pain, Laceration",1
DIZZY/UNSTABLE GAIT,1
MOTORCYCLE VS WOODS,1
UNSTEADY ,1
LBP WITH LEFT LEG WEAKNESS,1
FX. SCAPULA,1
"L TIB/FIB FX, R HAIRLINE TIBIAL FX",1
ECCHYMOSIS R ARM,1
PLEURAL EFFUSION.DYSPNEA,1
CONSTIATION,1
MID ABD PAIN/BACK PAIN,1
"LEFT HIP PAIN, FOOT DROP",1
"Transfer, s/p Fall, RUQ abdominal pain, L Ankle pain",1
"EKG CHANGES, R FACIAL DROOP",1
"Diarrhea, Epigastric pain, Nausea",1
LESION TO LEFT SHIN,1
"Atrial fibrillation, Dyspnea, PE, Transfer",1
BOWEL INCONT.,1
"MVC, Rib fracture",1
ABDOMINAL DISTENSION/N/V,1
"Neck pain, Pregnant, Vaginal bleeding",1
PARTIAL AMP FINGER,1
"Dyspnea, L Arm numbness, Lightheaded",1
"L Hand Redness, Finger laceration",1
SLIP AND FALL ,1
"R Knee pain, Skin erythema",1
"FACIAL LAC, s/p Fall, Transfer",1
"Leg swelling, Knee pain",1
"ABD PAIN, POSITIVE UHCG",1
ABD PAIN S/P BILIARY STENT,1
FULL BODY TINGLING/SHAKING,1
"Abnormal labs, Fever, Rash",1
PAINFUL LT ARM,1
"CAR VS SCOOTER, R Leg pain",1
"Anxiety, L Flank pain",1
"Epigastric pain, Malaise",1
"Facial pain, Fever, Transfer",1
"Neck pain, S/P MVA",1
S/P  MVC  SHOULDER  PAIN,1
"Psych, Altered mental status",1
"Headache, ILI, Pregnant",1
"Eye pain, Photophobia",1
STIFF NECK & FEVERS,1
EYE EVAL ABNORMAL,1
"Hip pain, LEFT",1
"CHEST TIGHTNESS,",1
"Sore throat, ALLERGIES",1
"Palpitations, Vtach",1
",MYALGIAS",1
"Confusion, Skin erythema",1
TREE LIMB STRUCK,1
"s/p Fall, Laceration, Loss of consciousness",1
"ILI, TACHYCARDIC",1
"Abd pain, Abnormal labs, Back pain",1
BILAT HAND PAIN AND SWELLING,1
COFFE GROUNDS/LIVER FAIL,1
NUMBNESS/TINGLING FACE CHEST HANDS FEET,1
MUSCLE CRAMPS TO LEGS,1
BACK PAIN/CHEST PAIN,1
"L Hip pain, R Foot pain",1
R EYE VISUAL DISTURBANCES,1
"Transfer, Transfer, Transfer",1
MULTIPLE BEE STING,1
PREGNANT/SZ,1
"s/p Fall, LEFT HIP DEFORMITY",1
"Vomiting, Abd pain, Fever",1
"Headache, WORST OF LIFE",1
"ABNORMAL LABS,ELEVATED WBC",1
SEPTIC JOINT,1
REQUESTING TUBE FEED,1
"ST, WEAKNESS, NAUSEA",1
"Intubated, SEPSIS, Transfer",1
"Transfer, NECK INJURY",1
"MVC, Transfer, Head lac, LIVER LAC",1
ERYTHEMA LEFT HIP,1
"Hyperglycemia, Influenza",1
S/P SPINAL INJECTION LEAKING URINE,1
"Abnormal CT, Sinus pain",1
"ETOH, Overdose, Suicide attempt, Transfer",1
BLOOD CLOTS RIGHT ARM,1
PREGNANT/KICKED,1
NECK PAIN HEAD PAIN ,1
"Weakness, Confusion, RECURRENT FALLS",1
"L Foot pain, Syncope, Transfer",1
UNSTABLE T8 FX,1
CAVERNOUS VENOUS THROMBOSIS/TRANSFER,1
"Back pain, Hyperglycemia, Mouth pain, Transfer",1
LEFT FOOT INJ/ANKLE,1
VAGINAL BLEEDING/IUD OUT,1
"Headache, Seizure, Syncope",1
"H/A, NECK STIFFNESS",1
S/P TRAUMA,1
BLOCKED GRAFT,1
"Abnormal labs, Abnormal labs, Transfer",1
L L BACK PAIN,1
"BACK PAINJ, Transfer",1
L BUTT ABCESS,1
S/P SLIP AND FALL DOWN 3 STAIRS,1
CUT FINGER,1
"SDH, MVC",1
"VISUAL CHANGES, VOMITING",1
"Fever, Hematuria, Transfer",1
P.T.A,1
SLP FALL,1
DETOX/PSYCH EVAL,1
"S/P FALL FROM BIKE, ROAD RASH",1
"Lip laceration, R Ear Laceration, s/p Fall, Transfer",1
"Hand pain, Weight gain",1
SLIP /FALL,1
"Rash, PICC INFECTION",1
Respiratory failure,1
"Ecchymosis, Leg pain, Transfer",1
"Abnormal CT, Abnormal sodium level, Dizziness",1
HEMATURIA S/P MVC,1
"Abnormal CT, ETOH",1
DEFORMITY TO FINGER,1
"Headache, Sore throat, Fever",1
"s/p Fall, Head lac, Loss of consciousness, R Arm pain",1
LL  ABD  PAIN ,1
IRREGULAR HEARTRATE/DIZZY,1
RECTAL BLEED/CONSTIPATION,1
LEFT FLANK/BACK/ABDOMINAL PAIN,1
"R Facial droop, SDH, Transfer",1
"Dizziness, HIGH BLOOD PRESSURE",1
FEVER/DEHYDRATED,1
VAG BLEED-PREGNANT,1
"Hematuria, R Flank pain, Transfer",1
MIGRAINE POSTPARTUM,1
___ TRANSFER-NEEDS MRI,1
"Dizziness, SAH",1
"L Leg pain, L Pulseless foot, Transfer",1
TRAUMA BASIC,1
SYNCOPE TX,1
"Dyspnea, Fever, Seizure",1
"R Shoulder injury, Transfer",1
CARDIAC EVAL TRANSFER.,1
"R HAND INFECTION, R/O NEC FAS",1
"ILI, Paranoid delusion",1
"Back pain, R Leg pain, R Flank pain",1
ABCESS TOOTH,1
"HYPERKALEMIA, HYPERGLYCEMIA",1
MVA ? SEIZURE ? LOC,1
"R Knee pain, Tachycardia",1
RIGHT LOWER EXTREMITY FX,1
S/P  MVC NECK   PAIN,1
RIGHT CW SC EMPHYSEMA,1
"N/V, R Shoulder pain",1
"Neck pain, Anxiety",1
"Abnormal MRI, n/v/d",1
"R Shoulder dislocation, s/p Fall, SAH, Transfer",1
"Chest pain, Abd pain, Transfer",1
? VERTIGO,1
"Pregnant, R Calf pain",1
"Foot pain, Burn",1
"Jaundice, Unable to ambulate, Weakness",1
"Fever, Headache, Vaginal pain",1
FALL/C2 FRACTURE,1
SOB ON EXERTION/ABD TIGHTNESS,1
"Wound eval, BLEEDING FISTULA SITE",1
R/O ASP PNA,1
"Transfer, ELBOW FRACTURE/DISLOCATION",1
ABDOMINAL PAIN/LLQ,1
MOUTH SORES /CANKERS,1
"Abd pain, BRBPR, RLQ abdominal pain",1
"L Hip pain, L Humerus fracture, L Shoulder injury, s/p Fall, Transfer",1
RESOLVED WEAKNESS,1
"Cough, Fatigue, Weakness",1
"TARRY STOOLS, ABD PAIN",1
etoh,1
"Seizure, Shoulder pain",1
left arm and facial tingling,1
"Dog bite, R Hand laceration, Transfer",1
VAGINAL BLEEDING/CRAMPS,1
S/P CHEST DISCOMFORT,1
BODY EDEMA/R SIDED ABD /R RIB AREA PAIN,1
"Allergic reaction, Leg pain",1
"L Leg pain, L Leg laceration",1
POLYSUBSTANCE INGESTION,1
MULT FIB FX,1
R/O CORD INJURY,1
"R Shoulder pain, Chest pain, Elevated D-dimer",1
"Transfer, Head injury, Elevated troponin",1
"L Leg pain, Bicycle accident",1
BACK  PAIN WITH NUMBNESS,1
"L Foot pain, L Foot injury, L Foot swelling",1
"L SPINE FX, s/p Fall",1
?EPIGLOTITIS,1
"DVT, Pregnant, Transfer",1
"BACK,L LEG PAIN",1
LACERATION TO MIDDLE FINER,1
L ARM SWELLING/REDNESS,1
"Assault, Knee pain, s/p Fall",1
"S/P MVC, NECK AND BACK PAIN",1
GROIN LEFT LEG SWELLING,1
"Abnormal labs, Anorexia, Melena",1
ABCESS TO LABIA,1
L ANKLE INJ,1
H/A CP,1
S/P CARDIAC S/S,1
COUGH AND SINUS PAIN,1
"Unable to ambulate, Leg weakness, Transfer",1
"Gunshot wound, RLQ abdominal pain, Transfer",1
"Anemia, Constipation",1
"HIGH BLOOD SUGAR, Abd pain, Seizure",1
"Altered mental status, R Knee pain",1
"MVC, Neck pain, L Elbow pain",1
L EYE PAIN/SWELLING,1
"Vision changes, Hypotension",1
APPEARS TO BE ETOH,1
ALLERGIC RXN/ EVAL OF ?  HIP ABSCESS,1
"B Leg pain, Confusion",1
CRUSH INJURY FINGER,1
PUNCTURE WOUND RIGHT FOOT,1
R HEEL WOUND,1
R/O DISECTION,1
"Cough, L SIDE PAIN",1
ISCHEMIC LEFT FOOT,1
SCROTAL INFLAMMATION,1
HYPOTENSION/TACHY,1
"Arm weakness, Assault",1
"BRBPR, S/P COLONSCOPY",1
"B Knee injury, s/p Fall",1
ILI/CONJUNCTIVITIS,1
?PATELLA DISLOCATION,1
DISLOCATED FINGERS,1
"Diarrhea, TRAVEL",1
"Fever, Sore throat, Vomiting",1
NECK PAIN/ RASH,1
"Lower back pain, Fever, Transfer",1
FEVERS X 6 DAYS,1
"Transfer, B Jaw pain",1
"s/p Fall, Dizziness, R Hip pain",1
"Transfer, L Hand pain, s/p Fall",1
"RIGHT ARM REDNESS,PAIN",1
"Abnormal sodium level, Laceration, s/p Fall, Transfer",1
"R Eye pain, ASSULT",1
"Neck pain, Dyspnea, Visual changes",1
"Numbness, Leg numbness",1
JAW PAIN AND REDNESS,1
"HEAD INJ, DEPRESSION",1
"Abd pain, Abnormal CT, Abnormal labs, Hyperkalemia, Transfer",1
POST OP RECTAL PAIN,1
"Alcohol withdrawal, Altered mental status",1
"L Arm pain, L Hand injury, s/p Fall",1
ACUTE CVA,1
ABNORMAL LABS TRANSFER,1
"Hiccups, L Inguinal pain",1
THUMB LACS,1
R FLANK PAIN/R ABD PAIN,1
"Depression, SI, Psychiatric hold",1
POLYSUBSTANCE OVERDOSE,1
"TIB/FIB FX, RADIAL HEAD FX",1
LEFT OPEN METATARSAL FX,1
?PARALYSIS,1
PEDEL EDEMA,1
"Buttock pain, Pregnant",1
"Syncope, Coffee ground emesis",1
"R Weakness, Dizziness, Headache",1
"L Leg swelling, Leg redness",1
ATIVAN RX,1
"PANCYTOPENIA, Transfer",1
"MVC, Lower back pain, Numbness",1
"ETOH,VOMITING",1
"Visual changes, Pregnant, R Numbness",1
S/P MVC  C1-2  FX,1
CP /FEELS ANXIOUS ,1
"Leg pain, DVT",1
LAC LEFT FOOT,1
"R Wrist pain, R Shoulder pain",1
"Dysuria, L Ankle pain",1
"ETOH, Slurred speech, Unsteady gait",1
S/P MVC  HEAD INJURY,1
"Hypertension, Hypertension",1
? PARANYCHIA,1
"Transfer, L Shoulder pain, Rib pain",1
"Knee pain, Nausea",1
20  FT FALL,1
ABD PAIN/MONO,1
"Eye redness, Sinus pain",1
ESOPHOGEAL BURNING,1
"ETOH, ",1
"Dyspnea, Epistaxis, Hypoxia, Transfer",1
ABD PAIN LEFT SIDED,1
"Vomiting, SP ETOH",1
"SI , DEPRESSION",1
MS EXACERBATION/?SEIZURE,1
"Toe pain, FB",1
GUN SHOT,1
THROAT TIGHTNESS ANXIETY,1
"AMNESIA, Transfer",1
BRADYCARDIA AND SOB,1
"Back pain, R Arm pain, R Shoulder pain",1
"Fever, DILATED CBD",1
"Diarrhea, BURNING W/ URINATION",1
"Assault, Headache, Head injury",1
"Elevated D-dimer, Pregnant",1
"Vision changes, L ARM TINGLING",1
"L Flank pain, Chills",1
SDH /SHIFT,1
"Bite, R Eye pain",1
L  CALF  PAIN,1
CELLULITIS LT FOOT,1
"DIARRHEA, BLOOD IN STOOL",1
"Rib pain, L Leg pain",1
LOWER BACK AND LEG PAIN,1
FALL  R KNEE  PAIN,1
FEELING DIZZY UNSTEADY,1
"HA VISUAL CHANGES, Transfer",1
CHRONIC FACE PAIN,1
"ILI, Neck pain, Sore throat",1
"Anemia, Epistaxis, Transfer",1
"Back pain, SI, Transfer",1
"TOE FRACTURE, BLEEDING",1
"L Breast pain, L Hand injury",1
S/P CHEMICAL BURN,1
"HA,FEVER",1
RASH/GROIN,1
"L Foot numbness, Transfer",1
"Abscess, R Hand pain, Transfer",1
"s/p Fall, Head injury, L Wrist injury",1
"TIA VS STROKE, Transfer",1
LACS TO HANDS,1
EU CRITICAL/HEAD BLEAD,1
URINE FREQUENCY,1
PM EVAL,1
"Abnormal ultrasound, Epigastric pain, Palpitations",1
"MULTIPLE COMPLAINTS, Palpitations, Tremor, Confusion",1
"LLQ abdominal pain, R Knee injury, Transfer",1
SEAL BITE,1
"Assault, Difficulty breathing, Sore throat",1
FX'S IN R LEG,1
"n/v/d, Periumbilical pain",1
"Transfer, ESOPHAGEAL RUPTURE",1
RIGHT SHIN ABRASION,1
BILAT LE WEAKNESS/EDEMA,1
"Numbness, R Arm pain",1
"Hand laceration, R Hand injury, Transfer",1
near syncope,1
S/P MVC LEFT HAND DEGLOVING INJURY,1
"FEMUR, FX, Transfer",1
LEFT HAND FINGER AMPS,1
"Weakness, APHASIA",1
"ETOH, DRUGGED",1
"Dysuria, Fever, Rash, Tachycardia",1
LEFT LOWER EXTREMITY INJURY,1
INCARCERATED INGUINAL HERNIA,1
"R Arm pain, R Weakness, Slurred speech",1
"Back pain, MVC, R Wrist pain",1
BOTH EYES WITH EXTREME PAIN ,1
"Transfer, CAROTID EMBOLI",1
"Back pain, CANCER",1
R Thigh laceration,1
L KNEE EVAL,1
"Abd pain, Diarrhea, Nausea, Vomiting",1
"Assault, L Facial swelling",1
"Transfer, RUQ abdominal pain, N/V",1
"LUQ abd pain, FB INGESTION",1
"Transfer, Nasal injury",1
"Chills, Fever, ILI, Nausea",1
RIGHT HIP/ANKLE FX,1
"___, Alcohol withdrawal",1
"Flank pain, Psychiatric hold",1
"s/p Fall, Leg laceration",1
"COFFEE GROUND EMESIS, FEVER",1
BICYCLIST ACCIDENT,1
"L Testicular pain, LLQ abdominal pain",1
"Hallucinations, Weakness",1
"Syncope, L Humerus fracture",1
HEAD BLEED/CVA,1
NIGHT SWEATS,1
SNOWBLOWER INJURY,1
DIFFICULTY SWALLOWING/THROAT PAIN,1
DRAIN FALLING OUT,1
"L Foot pain, L Foot swelling, Pulseless foot",1
"Hand injury, R Knee pain, s/p Fall",1
R UPPER BACK PAIN,1
"S/P FALL, MUSHROOM INGESTION",1
"Arm numbness, Chest pain, L Arm pain",1
"s/p Fall, Back pain, Head injury",1
"Abscess, Diverticulitis",1
RIGHT ELBOW LACERATION,1
R/O  TIA,1
"s/p Fall, SDH FX HIP",1
MVC ARREST,1
"Transfer, CODE STROKE S/P TPA",1
"Dysuria, L Back pain",1
"Chest pain, LLQ abdominal pain, Nausea",1
"GENERAL MALAISE, Headache",1
"LLQ abdominal pain, s/p Fall",1
"Fever, LUQ abd pain, Nausea",1
"Dyspnea, Transfer, PE",1
BICYCLE VS POLE,1
"Lower back pain, Hypertension, Leg pain",1
GSW R ARM,1
WEAKNESS/MS FLARE/PAIN,1
PELVIC PAIN/CYST,1
"n/v/d, +APPENDICITIS",1
NASAL ABRASION R/O FX,1
"Wound eval, SQUIRREL BITE",1
HEP A EXPOSURE,1
"ILI, +FLU 2 WEEKS AGO",1
ATV accident,1
HUMERUS FRACTURE,1
HA W/ HEAD BLEED,1
"Chest pain, Fever, Nausea",1
"Bradycardia, Hyperglycemia",1
POST OP HYPOTENSION/DIZZINESS,1
ST/LARYNGITIS,1
"CVA, L Weakness, Weakness, Transfer",1
"CALCANEAL FX, s/p Fall",1
SUPRAPUBIC TUBE NOT PATENT,1
"L Testicular pain, Nausea, Fever",1
BIKER VS CAR,1
PREGNANT W/ ABD CRAMPING,1
"Headache, BLOWN RIGHT PUPIL",1
FALL X3,1
LEFT TIBIAL FX,1
"Hand laceration, EXPOSURE",1
? MUSCLE TEAR,1
"Transfer, S/P CHOLY",1
DRAGGED,1
L TEMPORAL BLEED,1
"Coffee ground emesis, GI bleed, Transfer",1
"ABDOMINAL PAIN, PREGNANT",1
"Abd pain, Anxiety, ETOH",1
"Lower back pain, URIN INCONT",1
"Dysuria, Lower abdominal pain, Flank pain",1
"Dizziness, Lightheaded, Vaginal bleeding",1
"Seizure, s/p Fall, Unsteady gait",1
"Chest pain, Abnormal sodium level",1
"Difficulty breathing, L Arm numbness",1
"Epigastric pain, Back pain, Chest pain",1
"Dyspnea, Hyperglycemia, Lethargy",1
S/P FALL KNEE PAIN,1
"Lip swelling, L Facial swelling, Allergic reaction",1
"Dysuria, L Testicular pain",1
"Anxiety, Lightheaded, Nausea",1
"R Leg swelling, BRUISING",1
SBO??,1
"Flank pain, MVC",1
"R Eye swelling, BEE STING",1
"Anorexia, Paranoid delusion, SI",1
CHLORINE EXPOSURE,1
"FEVER, S/P ERCP",1
HEADACHE FEVER,1
"Hypertension, L Weakness",1
L FINGER INJ,1
"Vertigo, Abnormal labs",1
___-___ FX,1
SUICIAL IDEATIONS/DEPRESSION,1
___/SOB,1
"Allergic reaction, Fatigue",1
L1 L2 FX,1
HORSE KICK,1
HYPERTHERMIA,1
R 4TH FINGER INJURY,1
"Headache, Hypertension, Lower back pain",1
"R Wrist injury, R Wrist pain, s/p Fall",1
"Syncope, Chest pain, Headache",1
LVC CLOT VS DEPENDANT EDEMA S/P ABLATION,1
"Hiccups, Chest pain",1
IRREG HR/NEW AFIB,1
"SI, DEPRESSION",1
"BLURRED VISION, MIGRAINES",1
RIGHT JAW TINGLING,1
"Transfer, Back pain, R Leg weakness",1
BILATERAL ARM PAIN,1
MISCARRAGE,1
HYPOXIA TRANSFER,1
S/P RIGHT ANKLE INJURY,1
"Assault, ETOH, Jaw pain",1
ULCER L AV FISTULA,1
BLOODY DIARRHEA/PAIN,1
"Abd pain, N/V, Palpitations",1
"Abnormal xray, R Hip pain",1
"Chest pain, R Leg pain, s/p Fall",1
"MANDIBULAR FRACTURE, Transfer",1
H/A/HEAD INJURY,1
MVC NECK SHOULDER PAIN,1
"Presyncope, S/P DENTAL PROCEDURE",1
"SI, ETOH, Unable to ambulate",1
"Acute renal failure, Altered mental status, Transfer",1
OPTIC NERVE BLEED,1
"RLQ abdominal pain, Abd pain, Flank pain",1
"Fatigue, L Hip pain",1
SKULL #,1
LAW PAIN SWELLING,1
"Facial swelling, Sinus pain",1
"Headache, Vision changes, X MONTHS",1
"FEVERS, BODYACHES",1
FACIAL PAIN AND REDNESS,1
R/O EOSPHAGUS PERF,1
ELEVATED ICP,1
"Syncope, ETOH, R Eye pain, Substance use",1
"Neck pain, SWELLING POST OP",1
DIARRHEA/COLD SX,1
"ETOH, Tib/Fib Fracture, Transfer",1
UMWITNESSED FALL,1
RASH ? HIVES,1
"Abnormal ultrasound, L Leg pain, L Leg swelling",1
"L Weakness, Wound eval",1
CYCLIST STRUCK BY VEHICLE,1
SLURRED SPEECH /R SIDED WEAKNESS,1
"Abnormal CT, Throat foreign body sensation",1
L ELBOW   ABSCESS,1
UNABLE TO HEAR,1
SWELLING POST/OP,1
"R Leg pain, R Tibia fracture",1
"S/P FALL, LEFT TIB/FIB FX",1
NUMBNESS/TINGLING IN HANDS/FEET,1
+ KIDNEY STONES,1
"PERICARDITIS, Transfer",1
"Altered mental status, Dyspnea, Hyperglycemia",1
ELEVATED AMMONIA/TRANSFER,1
PUNCTURE WOUND RT ARM,1
"Abscess, L Hip pain",1
RECTAL BLOOD CLOTS ,1
DIZZY DURING PROCEDURE,1
"S/P FALL, FISTULA EVAL",1
FINGER INJURY/LAC,1
CP/ ELEVATED D- DIMER,1
"BULIMIA, ___",1
FB IN RIGHT EYE,1
"R Ankle injury, R Foot swelling",1
"L Leg numbness, L Leg swelling",1
"STENT REMOVAL, Transfer",1
ARMS NUMB/NECK PLATE,1
UNWITNESSED FALL  HIP FX C2 FX,1
CAR VS. HOUSE,1
"Presyncope, Shoulder pain",1
LEFT SIDED SPLEEN PAIN,1
R LAT NECK PAIN/SHOULDER/HIP PAIN S/P MVC,1
"Fever, N/V, Body aches, Headache",1
"Intubated, s/p Fall, TRAUMA",1
ABDOMINAL PAIN EARLY PREGNANCY,1
"Ped struck, R Elbow pain, THORACIC PAIN",1
PAIN L RING FINGER,1
"Hypertension, Headache, Abnormal EKG",1
"Back pain, Coccyx pain",1
S/P SLEDDING ACCIDENT,1
"Anxiety, Vaginal pain",1
12' FALL,1
BRUISE EVAL,1
NSTEMI/LGIB,1
"n/v/d, ADDISONS",1
RIGHT MIDFEMUR FX S/P MVC,1
"R Headache, R Eye eval",1
"Hand laceration, R Wrist laceration",1
REQUESTS DRUG SCREEN,1
"Abnormal EKG, Dizziness, Nausea",1
FORIEGN BODY RIGHT EAR,1
"Headache, Unable to ambulate, s/p Fall",1
RUQ SWELLING,1
LEFT NECK/CHEST ABSCESS,1
"Sore throat, Cough, ILI, Eye eval",1
"Back pain, Chest pain, Pregnant",1
"Head injury, L Arm pain, s/p Fall",1
FROSTBITE TO HANDS,1
"Visual changes, L Numbness",1
"ABDNORMAL CT, Headache",1
"Neck pain, L Hand weakness",1
"HANGING, Neck pain, SI",1
"L Facial pain, L Neck pain",1
"Chest pain, Productive cough, Malaise",1
"Confusion, Neck swelling",1
"s/p Fall, Hip fracture, UTI, Transfer",1
AUDITORY HALLUCINATINS/BACK PAIN,1
CONFUSION/SPEECH CHANGES,1
FELL/WRIST PAIN,1
WORM IN STOOL,1
"L Hip pain, HIP DISLOCATION",1
"R Leg pain, Numbness",1
"Abd pain, CECAL MASS",1
"Fever, s/p Fall, SDH",1
"+SAH, +IPH",1
"SAH, C6 FX",1
CHEST MASS,1
LEG CRAMPING DIZZY,1
"ETOH, FINGER LACS",1
CHEST TIGHTNESS/DIZZY,1
"BILAT SDH , POS TROP",1
C3 INJURY,1
"Abd pain, Jaundice, Nausea",1
RIGHT EYE DRYNESS,1
"n/v/d, HEROIN WITHDRAWAL",1
"L Calf pain, Transfer",1
"Lethargy, Cough, Chest pain",1
FEVER/___S FLARE,1
"Lower back pain, S/P INJECTION",1
"Neck pain, MVC, Transfer",1
"Urinary retention, R/O SEPSIS",1
"CVA, R Weakness",1
WEAKNESS IN LE,1
"L Eye swelling, s/p Fall, Syncope",1
"Transfer, s/p Fall, Rib fracture",1
RIGHT HEEL FX,1
RIGHT FACE PAIN S/P ASSAULT,1
"Weakness, ELEV WBC",1
"RUQ abdominal pain, Nausea, Vomiting",1
MEMORY DIFFICULTY,1
? UNSTABLE ANGINA,1
"ETOH, Foot pain, Hand swelling",1
SLURRRED SPEECH,1
MULT COMPLAINTS S/P MVC,1
S/P HA,1
"L Hand pain, OCCLUSION, Transfer",1
LUMP IN THROAT,1
 POST OP EPISTAXIS,1
DRUNK ON THE TROLLEY,1
"R Weakness, Vomiting",1
FALL OFF SKATEBOARD,1
"LUE DVT (ARTERIAL), Transfer",1
PAIN/WEAKNESS IN LEGS,1
"Hypotension, Presyncope, Transfer",1
"s/p Fall, Transfer, R Femur fracture",1
NO APPETITE /B/P CHECK,1
RASH/ITCHY,1
TABLE SAW VS HAND,1
"ETOH, SAH, Transfer",1
"SLURRED SPEECH, R SIDE FACIAL DROOP",1
"ORAL LESIONS, Lip swelling",1
UNWITNESSED SYNCOPE-TRANSFER,1
"Transfer, Hand cellulitis",1
"R Ankle swelling, Rash",1
FALL RIGHT HAND PAIN,1
MVC-HAND INJURY,1
"Alcohol withdrawal, Vtach",1
LEFT FLANK/AXILLARY PAIN,1
WEAKNESS/MENORRHAGIA,1
"Elevated troponin, Lethargy, Transfer",1
"RASH, TICK EXPOSURE",1
R KNEE PAIN S /P MVC,1
"Chest pain, Anemia, Vaginal bleeding",1
"RESP DISTRESS,SEPSIS",1
"Abd pain, NEW MASS",1
"CVA, Unresponsive",1
"Allergic reaction, S/P BEE STING",1
"Jaundice, Transfer, C2 fx",1
INJ RLE,1
"Headache, NEW MASS",1
"Syncope, ABD/BACK PAIN",1
?MISCARRIAGE VS ECTOPIC,1
"Head injury, Headache, Neck pain",1
CHANGE IN FACIAL SENSATIONS,1
"Facial swelling, Hives",1
"Dog bite, L Facial swelling",1
"ICH, Headache",1
"Headache, Neck pain, Leg pain",1
"FOR EVAL, Psychiatric hold, Transfer",1
"Ped struck, L Elbow fracture",1
"Assault, Head lac, Human bite",1
"Neck pain, Neck swelling, Wound eval",1
"Transfer, Stridor",1
"Vomiting, Wound eval",1
"Transfer, L Hip pain",1
"L Facial numbness, SPEECH DIFFICULTY",1
"Thumb injury, LEFT",1
"POST OP DYSPNEA, LEG NUMBNESS",1
LEFT FEMORAL NECK FRACTURE,1
"Agitation, Head injury, Mandibular fracture, Transfer",1
"Hyperkalemia, Abnormal sodium level",1
"Anxiety, Tachycardia, Transfer",1
CHRON'S EXACERBATION,1
S/P FALL BICYCLE,1
"Abdominal distention, Cough, Dyspnea, EDEMA",1
HIP/SHOULDER PAIN,1
SKIN RASH?,1
"Cough, Dyspnea, Fever, Transfer",1
"Numbness, Urinary retention, Transfer",1
"MVC, R Chest pain, R Shoulder pain",1
"Weakness, Palpitations, Fatigue, Epistaxis",1
LEFT HAND REDNESS/RASH,1
"Assault, R Chest pain",1
FEVER LOW SAT,1
"Lightheaded, N/V, Palpitations",1
SOB /RIGHT SIDED CP,1
"Melena, Weakness, Transfer",1
"Dysuria, Fever, Hematuria, Lower back pain",1
GROIN PAIN/RASH,1
SAD,1
"Allergic reaction, Vaginal itching",1
"Elevated D-dimer, Atrial fibrillation",1
SOB/CP/PEDAL EDEMA,1
"FALL, MUTIPLE FX",1
RETAINED TAMPON,1
ABCESS/EYELID SWELLING,1
ANKLE SWELLING/SOB,1
LEFT NECK/ARM TINGLING,1
"THROAT PAIN,DYSPNEA",1
"Neck pain, Neck pain, Transfer, Transfer",1
"""SHAKY""",1
"Headache, N/V, Neck pain, SI",1
"LEFT QUADRANT PAIN, BURNING AROUND STIMULATOR",1
"Back pain, L Leg pain, Transfer",1
PED ___/ICH,1
"Neck pain, Vision changes",1
VISION CHANGE ,1
"n/v/d, Hypotension, Transfer, Abnormal labs",1
STYE//CELLULITIS,1
PULLED RIGHT HAMSTRING,1
"ABD PAIN, N.V",1
"Failure to thrive, L Shoulder pain",1
PORTACATH CHECK,1
"Facial injury, L Eye redness",1
EPIGASTRIC DISCOMF,1
FALL  L  HIP PAIN,1
? LLL PNA,1
"PE, s/p Fall, Transfer",1
"HEADACHES, FORGETFUL",1
"DIAHRREA, CHEMO",1
"R EAR PAIN, BODY RASH",1
"Dizziness, N/V, Diarrhea, Abd pain",1
"Abscess, Insect bite",1
"Leg laceration, s/p Fall, Transfer",1
"Facial injury, Laceration",1
SORE ON PENIS,1
S/P FACIAL ASSAULT,1
"Abscess, R Ear pain",1
"Difficulty swallowing, Sore throat, Throat foreign body sensation",1
"s/p Fall, SDH, SAH",1
"ETOH/POT,SI/HI",1
"L Leg pain, Rash, Transfer",1
"L FLANK PAIN, ABD PAIN",1
DIFFICULTY AMB'G,1
"Abscess, Cellulitis",1
REDNESS TO HAND,1
NECK SWELLING..,1
"Anemia, Slurred speech, Transfer",1
GI BLLED,1
"Ear pain, Dental pain, ILI",1
"s/p Fall, Lower back pain, Headache",1
"MVC, Hand laceration",1
COUGH/N,1
LIP SWELLING/ALLERGIC RX'N,1
RIGHT HAND TINGLING/DIZZY,1
C3-4 CORD INJURY,1
"Transfer, Abd pain, Weakness",1
B/L LEG SWELLING,1
RIGHT SIDED DROOP,1
TACHYCARDIA RESOLVED,1
"R Ankle injury, MCI",1
DISLOCATED R KNEE,1
"LIGHTHEADED, BLURRY VISION",1
CAT BITE L THUMB,1
"Weakness, Hypotension, Back pain, R Flank pain",1
"Back pain, Cough, Neck pain",1
"R Foot pain, Ped struck",1
PNEUMONIA /SOB,1
?SEPTIC ARTHRITIS,1
"FEVER, CHEST TUBE PAIN",1
LLE PAIN AND REDNESS ,1
CERVICAL MASS,1
"Head lac, SAH",1
RT.LQP,1
"MVC, Head injury, Headache",1
"Visual changes, Anxiety",1
T12 FX S/P PED STRUCK,1
